[NeII] 3 short 12.73 12.92 12.77 12.87 12.813550 0.03 0.04 0.001836 0.00363 0.010890 0.03
[NeIII] 3 long 15.475 15.6351 15.38 15.70 15.5551 0.03 0.04 0.0005 0.00363 0.010890 0.03
[H_2_S_3] 2 long 9.65 9.67 9.60 9.75 9.6654 0.01 0.03 0.0005 0.00363 0.010890 0.03
[NeV]_14 3 medium 14.29 14.35 14.20 14.5 14.3217 0.03 0.04 0.0005 0.00363 0.010890 0.03
[FeII] 1 short 5.33 5.35 5.25 5.43 5.340169 0.01 0.02 0.0005 0.00363 0.010890 0.03
[ArII] 2 medium 8.970 9.01 8.92 9.10 8.9913 0.02 0.03 0.001 0.00363 0.010890 0.03
[SIII] 4 short 18.55 18.85 18.40 19.00 18.713 0.02 0.03 0.001 0.00363 0.010890 0.03
[SIV] 2 long 10.4 10.57 10.3 10.65 10.509 0.02 0.03 0.001 0.00363 0.010890 0.03
